,transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha,idade,renda_mensal,cidade,tipo_cliente,ultima_compra,frequencia_compras,total_gasto
2174,2175,230,2027-12-15,97,cartão,sem_campanha,19,4854,São Paulo,frequente,128,9,5264
2175,2176,107,2027-12-16,113,cartão,dia_pais,18,6245,Brasília,premium,360,9,7566
2176,2177,720,2027-12-17,97,boleto,sem_campanha,67,4355,Curitiba,ocasional,220,10,6285
2177,2178,389,2027-12-18,116,boleto,natal,52,4734,Belo Horizonte,frequente,349,4,7479
2178,2179,720,2027-12-19,135,boleto,volta_as_aulas,67,4355,Curitiba,ocasional,220,10,6285
2179,2180,263,2027-12-20,201,boleto,natal,37,5776,Rio de Janeiro,frequente,221,5,5364
2180,2181,563,2027-12-21,152,cartão,natal,68,4741,Brasília,frequente,101,18,7838
2181,2182,65,2027-12-22,85,cartão,black_friday,34,5865,Recife,ocasional,271,7,4803
2182,2183,265,2027-12-23,79,cartão,volta_as_aulas,36,5280,Salvador,ocasional,98,11,5918
2183,2184,338,2027-12-24,129,pix,black_friday,31,6598,Recife,ocasional,11,15,3708
2184,2185,301,2027-12-25,191,pix,sem_campanha,49,5570,Rio de Janeiro,ocasional,316,12,1600
2185,2186,378,2027-12-26,220,cartão,volta_as_aulas,46,5949,Fortaleza,ocasional,17,8,5188
2186,2187,175,2027-12-27,70,cartão,sem_campanha,24,5020,São Paulo,premium,145,12,3528
2187,2188,963,2027-12-28,168,cartão,sem_campanha,64,5599,Curitiba,premium,12,7,4975
2188,2189,152,2027-12-29,129,cartão,sem_campanha,32,4359,Curitiba,ocasional,345,13,5148
2189,2190,476,2027-12-30,133,boleto,sem_campanha,33,5685,Rio de Janeiro,ocasional,302,12,8581
2190,2191,266,2027-12-31,96,cartão,natal,43,3866,São Paulo,ocasional,171,11,3532
2191,2192,329,2028-01-01,138,cartão,sem_campanha,35,4719,Curitiba,ocasional,127,8,6196
2192,2193,973,2028-01-02,94,cartão,dia_maes,25,5848,Salvador,ocasional,190,9,4545
2193,2194,816,2028-01-03,136,pix,volta_as_aulas,39,4564,São Paulo,premium,32,13,5756
2194,2195,163,2028-01-04,207,cartão,sem_campanha,21,4631,Brasília,ocasional,209,11,4932
2195,2196,438,2028-01-05,181,cartão,sem_campanha,31,5291,Rio de Janeiro,ocasional,288,9,5174
2196,2197,343,2028-01-06,245,cartão,sem_campanha,24,4331,Fortaleza,ocasional,64,10,3549
2197,2198,367,2028-01-07,176,cartão,black_friday,50,4043,Rio de Janeiro,frequente,315,8,5796
2198,2199,465,2028-01-08,158,cartão,dia_pais,56,2711,Fortaleza,ocasional,288,15,4455
2199,2200,750,2028-01-09,177,boleto,sem_campanha,35,2945,Belo Horizonte,frequente,122,15,4332
2200,2201,199,2028-01-10,111,boleto,sem_campanha,20,6082,Recife,frequente,5,10,4839
2201,2202,500,2028-01-11,45,cartão,black_friday,18,5638,Curitiba,premium,306,11,2678
2202,2203,16,2028-01-12,189,cartão,volta_as_aulas,41,4714,Recife,ocasional,214,9,6455
2203,2204,821,2028-01-13,60,boleto,sem_campanha,51,4737,Rio de Janeiro,ocasional,355,15,4343
2204,2205,296,2028-01-14,206,cartão,sem_campanha,18,4628,Curitiba,ocasional,150,8,2749
2205,2206,868,2028-01-15,187,cartão,volta_as_aulas,47,4662,Rio de Janeiro,ocasional,155,8,3493
2206,2207,511,2028-01-16,107,cartão,sem_campanha,54,4629,São Paulo,frequente,182,4,5349
2207,2208,788,2028-01-17,128,cartão,ano_novo,45,6854,São Paulo,ocasional,337,7,6647
2208,2209,984,2028-01-18,149,cartão,sem_campanha,31,5882,São Paulo,frequente,155,16,3018
2209,2210,239,2028-01-19,103,pix,ano_novo,61,5461,Rio de Janeiro,ocasional,284,11,4836
2210,2211,581,2028-01-20,177,boleto,volta_as_aulas,67,6723,Curitiba,ocasional,22,14,4757
2211,2212,301,2028-01-21,181,cartão,sem_campanha,49,5570,Rio de Janeiro,ocasional,316,12,1600
2212,2213,6,2028-01-22,77,boleto,black_friday,25,3377,Manaus,ocasional,273,8,5573
2213,2214,220,2028-01-23,108,cartão,sem_campanha,29,6573,Brasília,frequente,145,8,4458
2214,2215,766,2028-01-24,148,cartão,sem_campanha,25,3845,Salvador,frequente,286,19,6101
2215,2216,453,2028-01-25,207,cartão,sem_campanha,66,5660,Salvador,ocasional,106,7,6431
2216,2217,433,2028-01-26,182,cartão,dia_maes,37,4857,Brasília,frequente,116,12,5374
2217,2218,807,2028-01-27,33,boleto,sem_campanha,18,3344,Salvador,ocasional,189,10,3645
2218,2219,870,2028-01-28,135,boleto,sem_campanha,34,2297,Fortaleza,ocasional,332,20,6493
2219,2220,386,2028-01-29,173,boleto,sem_campanha,66,5501,Belo Horizonte,ocasional,292,8,1769
2220,2221,619,2028-01-30,110,cartão,dia_maes,49,6497,São Paulo,frequente,104,7,4400
2221,2222,295,2028-01-31,106,cartão,dia_maes,19,3909,Manaus,frequente,193,7,6008
2222,2223,118,2028-02-01,112,cartão,ano_novo,22,5565,Recife,ocasional,192,9,1871
2223,2224,405,2028-02-02,134,pix,volta_as_aulas,67,5875,São Paulo,frequente,64,11,3502
2224,2225,680,2028-02-03,101,cartão,sem_campanha,55,8436,Belo Horizonte,frequente,276,8,6453
2225,2226,997,2028-02-04,182,cartão,dia_pais,64,3668,Manaus,ocasional,269,11,7391
2226,2227,763,2028-02-05,106,cartão,sem_campanha,27,4026,Recife,frequente,270,9,9169
2227,2228,594,2028-02-06,98,cartão,volta_as_aulas,24,4259,Recife,ocasional,123,11,4541
2228,2229,566,2028-02-07,130,boleto,black_friday,29,2635,Belo Horizonte,ocasional,125,13,3693
2229,2230,752,2028-02-08,223,boleto,black_friday,58,8869,Fortaleza,ocasional,348,8,4932
2230,2231,878,2028-02-09,176,pix,sem_campanha,19,5275,Rio de Janeiro,frequente,258,14,6213
2231,2232,12,2028-02-10,179,boleto,ano_novo,28,3708,Salvador,ocasional,119,12,5688
2232,2233,209,2028-02-11,164,cartão,ano_novo,61,4458,Curitiba,ocasional,44,9,9647
2233,2234,165,2028-02-12,102,cartão,sem_campanha,54,954,São Paulo,ocasional,166,7,7086
2234,2235,878,2028-02-13,117,cartão,dia_pais,19,5275,Rio de Janeiro,frequente,258,14,6213
2235,2236,294,2028-02-14,109,pix,sem_campanha,66,2644,Rio de Janeiro,ocasional,22,9,7088
2236,2237,911,2028-02-15,204,cartão,sem_campanha,22,8020,Fortaleza,ocasional,265,7,4900
2237,2238,519,2028-02-16,164,cartão,black_friday,47,7099,Belo Horizonte,ocasional,298,13,8506
2238,2239,78,2028-02-17,66,cartão,sem_campanha,51,4368,Belo Horizonte,ocasional,176,17,2845
2239,2240,434,2028-02-18,222,cartão,sem_campanha,18,5418,Brasília,frequente,239,8,5598
2240,2241,577,2028-02-19,133,cartão,ano_novo,48,5815,Belo Horizonte,ocasional,332,10,7369
2241,2242,614,2028-02-20,182,cartão,ano_novo,66,4878,Curitiba,frequente,98,7,3354
2242,2243,963,2028-02-21,202,boleto,sem_campanha,64,5599,Curitiba,premium,12,7,4975
2243,2244,869,2028-02-22,21,cartão,sem_campanha,47,3244,Rio de Janeiro,frequente,246,6,3227
2244,2245,812,2028-02-23,172,cartão,ano_novo,28,6257,Belo Horizonte,frequente,244,10,2849
2245,2246,799,2028-02-24,137,pix,natal,42,5200,Porto Alegre,ocasional,188,7,4963
2246,2247,683,2028-02-25,28,cartão,sem_campanha,30,6533,Curitiba,frequente,260,7,4456
2247,2248,77,2028-02-26,93,cartão,black_friday,61,5591,São Paulo,ocasional,87,8,4268
2248,2249,48,2028-02-27,127,cartão,sem_campanha,35,3643,Belo Horizonte,frequente,237,10,6060
2249,2250,767,2028-02-28,192,cartão,sem_campanha,55,5350,Belo Horizonte,ocasional,348,9,1884
2250,2251,82,2028-02-29,141,cartão,dia_pais,48,4510,Belo Horizonte,ocasional,89,14,7000
2251,2252,895,2028-03-01,157,cartão,black_friday,50,3996,Porto Alegre,ocasional,93,16,3670
2252,2253,721,2028-03-02,132,pix,sem_campanha,45,5183,São Paulo,frequente,65,12,4897
2253,2254,209,2028-03-03,204,cartão,dia_pais,61,4458,Curitiba,ocasional,44,9,9647
2254,2255,445,2028-03-04,176,cartão,dia_maes,19,4161,Brasília,premium,165,7,5753
2255,2256,971,2028-03-05,158,cartão,sem_campanha,53,5361,Brasília,ocasional,25,10,6027
2256,2257,596,2028-03-06,92,pix,sem_campanha,67,4357,Curitiba,ocasional,149,11,7929
2257,2258,522,2028-03-07,155,boleto,sem_campanha,22,4029,Belo Horizonte,frequente,333,11,3909
2258,2259,29,2028-03-08,289,cartão,volta_as_aulas,61,5405,Curitiba,ocasional,188,10,4747
2259,2260,304,2028-03-09,189,cartão,sem_campanha,52,6621,Brasília,frequente,270,12,6073
2260,2261,994,2028-03-10,113,boleto,natal,40,5972,Fortaleza,frequente,6,9,5367
2261,2262,465,2028-03-11,242,cartão,sem_campanha,56,2711,Fortaleza,ocasional,288,15,4455
2262,2263,502,2028-03-12,110,cartão,sem_campanha,56,4928,São Paulo,ocasional,331,8,4939
2263,2264,446,2028-03-13,185,cartão,sem_campanha,49,5565,Belo Horizonte,ocasional,278,7,3663
2264,2265,628,2028-03-14,147,cartão,sem_campanha,47,7871,Salvador,frequente,273,10,2537
2265,2266,490,2028-03-15,159,cartão,dia_pais,29,3978,Fortaleza,ocasional,47,11,3656
2266,2267,781,2028-03-16,160,cartão,sem_campanha,53,5808,Fortaleza,ocasional,246,19,3768
2267,2268,428,2028-03-17,137,cartão,sem_campanha,41,8244,Porto Alegre,frequente,180,9,3708
2268,2269,559,2028-03-18,130,cartão,sem_campanha,67,7525,Manaus,ocasional,194,9,5095
2269,2270,359,2028-03-19,84,cartão,dia_pais,44,4925,Recife,premium,239,12,4098
2270,2271,960,2028-03-20,93,cartão,sem_campanha,44,6760,Rio de Janeiro,ocasional,110,9,3773
2271,2272,91,2028-03-21,166,pix,dia_maes,62,5490,Curitiba,ocasional,143,12,5539
2272,2273,53,2028-03-22,115,cartão,sem_campanha,26,4022,São Paulo,frequente,118,10,6179
2273,2274,730,2028-03-23,104,cartão,black_friday,45,3960,Manaus,ocasional,324,9,4206
2274,2275,860,2028-03-24,291,cartão,sem_campanha,43,5004,Curitiba,ocasional,357,16,4308
2275,2276,589,2028-03-25,274,cartão,sem_campanha,27,4929,Curitiba,ocasional,148,5,4764
2276,2277,204,2028-03-26,179,cartão,dia_maes,26,6069,Manaus,ocasional,146,12,1240
2277,2278,556,2028-03-27,186,cartão,sem_campanha,37,2803,Manaus,frequente,159,6,6024
2278,2279,156,2028-03-28,109,cartão,dia_maes,30,5109,Curitiba,ocasional,101,4,2801
2279,2280,2,2028-03-29,90,cartão,sem_campanha,69,5305,Manaus,frequente,104,4,7310
2280,2281,357,2028-03-30,132,boleto,sem_campanha,68,6476,Porto Alegre,ocasional,262,6,5739
2281,2282,825,2028-03-31,150,boleto,natal,38,5042,Rio de Janeiro,ocasional,31,8,2294
2282,2283,569,2028-04-01,185,pix,ano_novo,50,4061,Curitiba,ocasional,110,10,4762
2283,2284,802,2028-04-02,58,cartão,sem_campanha,47,6435,Fortaleza,ocasional,218,12,6132
2284,2285,983,2028-04-03,257,cartão,dia_pais,40,4129,Salvador,ocasional,56,11,4800
2285,2286,58,2028-04-04,162,pix,sem_campanha,64,4134,Salvador,premium,211,9,2385
2286,2287,254,2028-04-05,72,cartão,sem_campanha,28,5708,Fortaleza,frequente,71,9,3205
2287,2288,180,2028-04-06,157,boleto,dia_maes,59,4179,Recife,ocasional,163,17,4880
2288,2289,493,2028-04-07,104,cartão,sem_campanha,64,4330,São Paulo,frequente,199,14,7322
2289,2290,669,2028-04-08,101,cartão,ano_novo,40,3512,Curitiba,frequente,29,15,7084
2290,2291,35,2028-04-09,96,cartão,dia_pais,33,5751,Fortaleza,ocasional,360,7,3590
2291,2292,75,2028-04-10,137,cartão,natal,35,4268,Salvador,ocasional,140,11,5011
2292,2293,944,2028-04-11,255,cartão,volta_as_aulas,45,2050,Rio de Janeiro,ocasional,333,14,5690
2293,2294,289,2028-04-12,154,cartão,sem_campanha,24,6061,Belo Horizonte,premium,96,13,2573
2294,2295,371,2028-04-13,184,cartão,sem_campanha,21,4043,Curitiba,premium,263,12,4331
2295,2296,587,2028-04-14,196,cartão,sem_campanha,46,4298,Brasília,frequente,96,9,5506
2296,2297,329,2028-04-15,142,cartão,sem_campanha,35,4719,Curitiba,ocasional,127,8,6196
2297,2298,590,2028-04-16,91,cartão,volta_as_aulas,43,5715,Salvador,ocasional,18,14,3184
2298,2299,767,2028-04-17,70,cartão,ano_novo,55,5350,Belo Horizonte,ocasional,348,9,1884
2299,2300,777,2028-04-18,130,cartão,sem_campanha,45,3942,Brasília,frequente,106,16,7085
2300,2301,999,2028-04-19,207,cartão,sem_campanha,35,6083,Salvador,ocasional,25,8,7146
2301,2302,304,2028-04-20,196,cartão,volta_as_aulas,52,6621,Brasília,frequente,270,12,6073
2302,2303,579,2028-04-21,162,boleto,sem_campanha,19,6157,Recife,frequente,36,10,6703
2303,2304,221,2028-04-22,169,cartão,dia_maes,56,3943,Fortaleza,frequente,327,11,9054
2304,2305,979,2028-04-23,143,boleto,natal,39,4792,Curitiba,ocasional,315,9,7212
2305,2306,164,2028-04-24,125,boleto,sem_campanha,47,4590,Brasília,frequente,22,9,3150
2306,2307,480,2028-04-25,113,cartão,volta_as_aulas,47,6993,Fortaleza,frequente,129,13,6645
2307,2308,455,2028-04-26,76,cartão,natal,59,3468,Brasília,ocasional,135,18,8303
2308,2309,375,2028-04-27,239,cartão,sem_campanha,61,3751,Porto Alegre,frequente,141,7,5052
2309,2310,220,2028-04-28,158,cartão,sem_campanha,29,6573,Brasília,frequente,145,8,4458
2310,2311,684,2028-04-29,127,pix,sem_campanha,57,8659,Curitiba,ocasional,243,14,6112
2311,2312,254,2028-04-30,241,pix,ano_novo,28,5708,Fortaleza,frequente,71,9,3205
2312,2313,722,2028-05-01,250,cartão,volta_as_aulas,37,5814,Fortaleza,ocasional,355,7,5043
2313,2314,188,2028-05-02,287,cartão,natal,47,6637,São Paulo,ocasional,241,14,3045
2314,2315,191,2028-05-03,137,boleto,sem_campanha,42,4485,Curitiba,ocasional,60,9,5043
2315,2316,389,2028-05-04,155,boleto,sem_campanha,52,4734,Belo Horizonte,frequente,349,4,7479
2316,2317,215,2028-05-05,182,cartão,sem_campanha,58,5489,Fortaleza,ocasional,163,12,4384
2317,2318,375,2028-05-06,233,cartão,sem_campanha,61,3751,Porto Alegre,frequente,141,7,5052
2318,2319,86,2028-05-07,153,cartão,black_friday,31,3487,Curitiba,premium,340,7,9236
2319,2320,474,2028-05-08,100,cartão,volta_as_aulas,57,6675,Salvador,frequente,144,15,6083
2320,2321,618,2028-05-09,112,boleto,volta_as_aulas,40,5519,Fortaleza,ocasional,343,8,7373
2321,2322,844,2028-05-10,208,pix,sem_campanha,26,2036,Brasília,ocasional,255,11,1072
2322,2323,808,2028-05-11,181,boleto,black_friday,35,1770,Belo Horizonte,frequente,291,6,6213
2323,2324,531,2028-05-12,141,cartão,ano_novo,50,8112,Fortaleza,ocasional,242,12,5827
2324,2325,47,2028-05-13,138,boleto,natal,56,5389,Porto Alegre,ocasional,142,16,3826
2325,2326,65,2028-05-14,141,cartão,sem_campanha,34,5865,Recife,ocasional,271,7,4803
2326,2327,963,2028-05-15,211,cartão,sem_campanha,64,5599,Curitiba,premium,12,7,4975
2327,2328,475,2028-05-16,110,cartão,sem_campanha,69,5514,Brasília,ocasional,16,15,4452
2328,2329,146,2028-05-17,89,cartão,sem_campanha,22,4811,Fortaleza,premium,186,11,4714
2329,2330,946,2028-05-18,240,cartão,sem_campanha,39,3345,Brasília,ocasional,9,9,6883
2330,2331,798,2028-05-19,151,cartão,natal,64,4536,São Paulo,frequente,236,10,6901
2331,2332,382,2028-05-20,146,cartão,dia_pais,58,7693,Recife,ocasional,8,12,4111
2332,2333,66,2028-05-21,183,boleto,sem_campanha,53,4695,Brasília,frequente,163,15,6692
2333,2334,517,2028-05-22,100,cartão,dia_maes,64,4143,Brasília,frequente,96,11,3656
2334,2335,93,2028-05-23,187,cartão,black_friday,64,6244,Salvador,premium,302,12,3573
2335,2336,865,2028-05-24,130,cartão,dia_pais,18,1169,Fortaleza,frequente,12,8,3352
2336,2337,426,2028-05-25,206,boleto,dia_pais,67,6119,Curitiba,ocasional,356,13,6641
2337,2338,468,2028-05-26,73,cartão,volta_as_aulas,62,5365,Brasília,ocasional,138,7,7250
2338,2339,94,2028-05-27,172,cartão,ano_novo,41,1683,Manaus,frequente,25,8,4487
2339,2340,618,2028-05-28,138,boleto,sem_campanha,40,5519,Fortaleza,ocasional,343,8,7373
2340,2341,133,2028-05-29,114,cartão,sem_campanha,52,8668,Porto Alegre,ocasional,360,10,4349
2341,2342,434,2028-05-30,188,cartão,black_friday,18,5418,Brasília,frequente,239,8,5598
2342,2343,341,2028-05-31,142,boleto,sem_campanha,37,8448,Porto Alegre,premium,173,9,6771
2343,2344,314,2028-06-01,173,cartão,sem_campanha,28,6579,Fortaleza,ocasional,125,7,1216
2344,2345,591,2028-06-02,213,boleto,sem_campanha,51,5115,Rio de Janeiro,frequente,294,12,7387
2345,2346,212,2028-06-03,189,cartão,volta_as_aulas,49,5923,Porto Alegre,ocasional,239,7,4025
2346,2347,520,2028-06-04,95,cartão,dia_pais,63,6386,São Paulo,ocasional,296,13,3708
2347,2348,159,2028-06-05,122,cartão,sem_campanha,56,4496,Belo Horizonte,ocasional,249,11,4424
2348,2349,268,2028-06-06,172,boleto,sem_campanha,36,2890,Recife,frequente,151,9,2302
2349,2350,661,2028-06-07,189,cartão,ano_novo,56,4774,Rio de Janeiro,ocasional,58,9,2458
2350,2351,862,2028-06-08,130,cartão,natal,20,6785,Salvador,ocasional,249,16,5503
2351,2352,958,2028-06-09,159,cartão,sem_campanha,43,6102,Recife,ocasional,266,7,4446
2352,2353,603,2028-06-10,159,cartão,black_friday,53,5572,Recife,frequente,87,9,6624
2353,2354,748,2028-06-11,166,boleto,natal,36,8315,Porto Alegre,premium,305,4,5126
2354,2355,474,2028-06-12,91,pix,dia_pais,57,6675,Salvador,frequente,144,15,6083
2355,2356,801,2028-06-13,79,cartão,dia_pais,27,6062,Rio de Janeiro,frequente,132,9,6263
2356,2357,410,2028-06-14,37,cartão,volta_as_aulas,19,5760,Belo Horizonte,frequente,148,6,3173
2357,2358,474,2028-06-15,155,cartão,dia_pais,57,6675,Salvador,frequente,144,15,6083
2358,2359,356,2028-06-16,81,cartão,black_friday,62,3502,Porto Alegre,ocasional,144,11,2683
2359,2360,680,2028-06-17,256,pix,natal,55,8436,Belo Horizonte,frequente,276,8,6453
2360,2361,193,2028-06-18,182,cartão,natal,50,2888,Salvador,frequente,197,9,3151
2361,2362,699,2028-06-19,90,cartão,volta_as_aulas,39,5269,Brasília,premium,346,8,3439
2362,2363,271,2028-06-20,206,cartão,dia_maes,24,3536,Curitiba,ocasional,108,12,4548
2363,2364,114,2028-06-21,206,cartão,dia_maes,25,4234,Manaus,ocasional,180,12,4674
2364,2365,897,2028-06-22,210,cartão,volta_as_aulas,32,4091,Rio de Janeiro,ocasional,172,9,6054
2365,2366,523,2028-06-23,109,pix,dia_maes,29,6047,Fortaleza,frequente,361,9,6561
2366,2367,55,2028-06-24,185,cartão,dia_maes,19,3709,Porto Alegre,frequente,282,13,750
2367,2368,770,2028-06-25,211,cartão,sem_campanha,45,6250,Manaus,ocasional,238,10,2682
2368,2369,65,2028-06-26,228,cartão,ano_novo,34,5865,Recife,ocasional,271,7,4803
2369,2370,991,2028-06-27,73,pix,sem_campanha,24,4798,São Paulo,ocasional,302,16,5380
2370,2371,684,2028-06-28,139,cartão,ano_novo,57,8659,Curitiba,ocasional,243,14,6112
2371,2372,272,2028-06-29,107,cartão,sem_campanha,69,6580,Porto Alegre,premium,4,7,4052
2372,2373,502,2028-06-30,243,cartão,dia_maes,56,4928,São Paulo,ocasional,331,8,4939
2373,2374,662,2028-07-01,174,cartão,sem_campanha,62,5188,Brasília,frequente,111,13,6509
2374,2375,362,2028-07-02,194,boleto,ano_novo,38,5573,Rio de Janeiro,ocasional,76,18,2757
2375,2376,146,2028-07-03,173,cartão,sem_campanha,22,4811,Fortaleza,premium,186,11,4714
2376,2377,943,2028-07-04,168,cartão,volta_as_aulas,35,3432,Porto Alegre,ocasional,16,6,5868
2377,2378,209,2028-07-05,106,cartão,sem_campanha,61,4458,Curitiba,ocasional,44,9,9647
2378,2379,286,2028-07-06,127,cartão,ano_novo,47,7656,Recife,frequente,106,12,3634
2379,2380,10,2028-07-07,153,cartão,sem_campanha,40,7219,Manaus,ocasional,28,9,4584
2380,2381,739,2028-07-08,117,pix,sem_campanha,62,3218,Recife,ocasional,208,8,4224
2381,2382,186,2028-07-09,108,cartão,sem_campanha,61,7255,Salvador,ocasional,283,15,3745
2382,2383,574,2028-07-10,139,boleto,sem_campanha,46,3992,Rio de Janeiro,ocasional,162,11,6307
2383,2384,597,2028-07-11,119,cartão,dia_pais,62,7251,Salvador,ocasional,104,9,4908
2384,2385,464,2028-07-12,152,pix,dia_maes,22,3394,Rio de Janeiro,ocasional,181,7,6530
2385,2386,134,2028-07-13,127,cartão,dia_pais,61,5193,Rio de Janeiro,ocasional,188,4,7583
2386,2387,835,2028-07-14,115,cartão,black_friday,40,3402,Recife,frequente,203,6,6953
2387,2388,809,2028-07-15,103,cartão,black_friday,49,5582,Fortaleza,frequente,8,16,5175
2388,2389,171,2028-07-16,150,cartão,ano_novo,46,4596,Recife,frequente,273,6,4221
2389,2390,213,2028-07-17,194,cartão,sem_campanha,49,5889,Porto Alegre,ocasional,337,10,5442
2390,2391,973,2028-07-18,182,pix,black_friday,25,5848,Salvador,ocasional,190,9,4545
2391,2392,530,2028-07-19,73,boleto,ano_novo,53,5296,Curitiba,ocasional,185,9,3744
2392,2393,826,2028-07-20,192,cartão,dia_pais,65,4986,Recife,ocasional,260,7,5497
2393,2394,502,2028-07-21,182,cartão,sem_campanha,56,4928,São Paulo,ocasional,331,8,4939
2394,2395,572,2028-07-22,194,cartão,natal,60,5391,Belo Horizonte,frequente,146,3,2653
2395,2396,600,2028-07-23,204,boleto,ano_novo,53,4476,Belo Horizonte,frequente,206,10,6750
2396,2397,27,2028-07-24,113,cartão,sem_campanha,29,5072,Belo Horizonte,ocasional,228,11,4233
2397,2398,68,2028-07-25,135,cartão,dia_pais,57,4094,Curitiba,ocasional,181,17,3791
2398,2399,790,2028-07-26,239,pix,sem_campanha,46,5913,Brasília,ocasional,169,6,5096
2399,2400,408,2028-07-27,236,cartão,sem_campanha,39,6663,Brasília,ocasional,311,9,5257
2400,2401,552,2028-07-28,146,boleto,natal,66,5970,Brasília,frequente,66,9,6433
2401,2402,109,2028-07-29,180,cartão,sem_campanha,25,5107,Fortaleza,premium,192,10,4400
2402,2403,74,2028-07-30,184,boleto,sem_campanha,46,4382,São Paulo,ocasional,340,8,3616
2403,2404,578,2028-07-31,237,cartão,natal,63,4444,São Paulo,frequente,150,10,4082
2404,2405,680,2028-08-01,167,cartão,dia_pais,55,8436,Belo Horizonte,frequente,276,8,6453
2405,2406,262,2028-08-02,89,pix,sem_campanha,20,5039,Belo Horizonte,ocasional,197,11,4151
2406,2407,368,2028-08-03,126,cartão,sem_campanha,22,4203,Fortaleza,frequente,283,10,6287
2407,2408,786,2028-08-04,306,cartão,natal,37,3644,Recife,ocasional,7,11,6911
2408,2409,849,2028-08-05,87,cartão,sem_campanha,30,7296,Recife,ocasional,90,10,2981
2409,2410,870,2028-08-06,152,cartão,dia_maes,34,2297,Fortaleza,ocasional,332,20,6493
2410,2411,237,2028-08-07,265,boleto,sem_campanha,36,4454,Recife,ocasional,190,10,4104
2411,2412,727,2028-08-08,110,cartão,sem_campanha,18,2896,São Paulo,ocasional,267,5,6651
2412,2413,366,2028-08-09,13,boleto,ano_novo,64,8682,Recife,ocasional,130,3,6214
2413,2414,286,2028-08-10,22,cartão,sem_campanha,47,7656,Recife,frequente,106,12,3634
2414,2415,378,2028-08-11,110,cartão,sem_campanha,46,5949,Fortaleza,ocasional,17,8,5188
2415,2416,661,2028-08-12,61,boleto,dia_pais,56,4774,Rio de Janeiro,ocasional,58,9,2458
2416,2417,830,2028-08-13,201,cartão,sem_campanha,22,6226,Fortaleza,premium,39,8,7213
2417,2418,906,2028-08-14,163,boleto,natal,34,7342,Manaus,ocasional,167,10,5995
2418,2419,376,2028-08-15,43,cartão,sem_campanha,45,5707,São Paulo,ocasional,254,10,2936
2419,2420,619,2028-08-16,70,cartão,sem_campanha,49,6497,São Paulo,frequente,104,7,4400
2420,2421,653,2028-08-17,212,cartão,volta_as_aulas,52,4633,Manaus,ocasional,344,7,4675
2421,2422,76,2028-08-18,159,cartão,sem_campanha,43,4351,Salvador,frequente,132,6,2782
2422,2423,9,2028-08-19,221,cartão,ano_novo,36,4988,Belo Horizonte,frequente,184,12,5614
2423,2424,196,2028-08-20,205,cartão,sem_campanha,69,7628,Manaus,frequente,217,8,8147
2424,2425,807,2028-08-21,92,cartão,natal,18,3344,Salvador,ocasional,189,10,3645
2425,2426,792,2028-08-22,194,cartão,natal,63,4525,São Paulo,ocasional,138,9,5108
2426,2427,893,2028-08-23,178,cartão,sem_campanha,69,7206,Brasília,ocasional,196,7,6039
2427,2428,630,2028-08-24,51,cartão,sem_campanha,66,5326,Fortaleza,frequente,110,9,3205
2428,2429,290,2028-08-25,81,cartão,volta_as_aulas,33,4156,São Paulo,ocasional,337,14,5571
2429,2430,999,2028-08-26,271,cartão,sem_campanha,35,6083,Salvador,ocasional,25,8,7146
2430,2431,61,2028-08-27,103,cartão,sem_campanha,25,5794,Salvador,frequente,5,10,7171
2431,2432,937,2028-08-28,170,cartão,sem_campanha,49,7292,Belo Horizonte,ocasional,175,9,6679
2432,2433,389,2028-08-29,140,cartão,ano_novo,52,4734,Belo Horizonte,frequente,349,4,7479
2433,2434,847,2028-08-30,159,cartão,dia_maes,68,3185,São Paulo,ocasional,346,11,5202
2434,2435,818,2028-08-31,143,boleto,volta_as_aulas,66,5482,Rio de Janeiro,frequente,146,9,7005
2435,2436,900,2028-09-01,198,cartão,sem_campanha,68,4268,São Paulo,ocasional,185,15,2889
2436,2437,563,2028-09-02,196,cartão,dia_pais,68,4741,Brasília,frequente,101,18,7838
2437,2438,564,2028-09-03,155,pix,sem_campanha,60,6325,Brasília,ocasional,156,8,3674
2438,2439,634,2028-09-04,104,cartão,sem_campanha,39,5547,Salvador,frequente,212,13,4951
2439,2440,679,2028-09-05,121,cartão,volta_as_aulas,34,1250,Rio de Janeiro,frequente,109,14,5110
2440,2441,8,2028-09-06,71,boleto,ano_novo,56,6322,Salvador,frequente,147,14,2385
2441,2442,369,2028-09-07,133,cartão,sem_campanha,65,4065,Salvador,ocasional,79,7,4815
2442,2443,45,2028-09-08,61,pix,sem_campanha,38,2558,Salvador,ocasional,76,7,5227
2443,2444,344,2028-09-09,160,pix,black_friday,20,7180,Recife,ocasional,258,14,3805
2444,2445,757,2028-09-10,164,cartão,sem_campanha,18,5853,São Paulo,ocasional,313,10,5047
2445,2446,796,2028-09-11,200,pix,ano_novo,68,5589,Curitiba,frequente,161,12,4810
2446,2447,375,2028-09-12,88,pix,sem_campanha,61,3751,Porto Alegre,frequente,141,7,5052
2447,2448,619,2028-09-13,92,cartão,sem_campanha,49,6497,São Paulo,frequente,104,7,4400
2448,2449,27,2028-09-14,226,pix,volta_as_aulas,29,5072,Belo Horizonte,ocasional,228,11,4233
2449,2450,193,2028-09-15,81,cartão,ano_novo,50,2888,Salvador,frequente,197,9,3151
